ZNF569,Q5MCW4
ZNF57,Q68EA5
ZNF570,Q96NI8
ZNF571,Q7Z3V5
ZNF572,Q7Z3I7
ZNF573,Q86YE8
ZNF574,Q6ZN55
ZNF575,Q86XF7
ZNF576,Q9H609
ZNF577,Q9BSK1
ZNF578,Q96N58
ZNF579,Q8NAF0
ZNF580,Q9UK33
ZNF581,Q9P0T4
ZNF582,Q96NG8
ZNF583,Q96ND8
ZNF584,Q8IVC4
ZNF585A,Q6P3V2
ZNF585B,Q52M93
ZNF586,Q9NXT0
ZNF587,Q96SQ5
ZNF587B,E7ETH6
ZNF589,Q86UQ0
ZNF592,Q92610
ZNF594,Q96JF6
ZNF595,Q8IYB9
ZNF596,Q8TC21
ZNF597,Q96LX8
ZNF599,Q96NL3
ZNF600,Q6ZNG1
ZNF605,Q86T29
ZNF606,Q8WXB4
ZNF607,Q96SK3
ZNF610,Q8N9Z0
ZNF611,Q8N823
ZNF613,Q6PF04
ZNF614,Q8N883
ZNF615,Q8N8J6
ZNF616,Q08AN1
ZNF618,Q5T7W0
ZNF619,Q8N2I2
ZNF620,Q6ZNG0
ZNF621,Q6ZSS3
ZNF623,O75123
ZNF624,Q9P2J8
ZNF625,Q96I27
ZNF626,Q68DY1
ZNF627,Q7L945
ZNF628,Q5EBL2
ZNF629,Q9UEG4
ZNF630,Q2M218
ZNF639,Q9UID6
ZNF641,Q96N77
ZNF644,Q9H582
ZNF646,O15015
ZNF648,Q5T619
ZNF649,Q9BS31
ZNF652,Q9Y2D9
ZNF654,Q8IZM8
ZNF655,Q8N720
ZNF658,Q5TYW1
ZNF658B,Q4V348
ZNF66,Q6ZN08
ZNF660,Q6AZW8
ZNF662,Q6ZS27
ZNF664,Q8N3J9
ZNF665,Q9H7R5
ZNF667,Q5HYK9
ZNF668,Q96K58
ZNF669,Q96BR6
ZNF670,Q9BS34
ZNF671,Q8TAW3
ZNF672,Q499Z4
ZNF674,Q2M3X9
ZNF675,Q8TD23
ZNF676,Q8N7Q3
ZNF677,Q86XU0
ZNF678,Q5SXM1
ZNF679,Q8IYX0
ZNF680,Q8NEM1
ZNF681,Q96N22
ZNF682,O95780
ZNF683,Q8IZ20
ZNF684,Q5T5D7
ZNF687,Q8N1G0
ZNF688,P0C7X2
ZNF689,Q96CS4
ZNF69,Q9UC07
ZNF691,Q5VV52
ZNF692,Q9BU19
ZNF695,Q8IW36
ZNF696,Q9H7X3
ZNF697,Q5TEC3
ZNF699,Q32M78
ZNF7,P17097
ZNF70,Q9UC06
ZNF700,Q9H0M5
ZNF701,Q9NV72
ZNF702P,Q9H963
ZNF704,Q6ZNC4
ZNF705A,Q6ZN79
ZNF705B,P0CI00
ZNF705D,P0CH99
ZNF705E,A8MWA4
ZNF705F,A8MVS1
ZNF705G,A8MUZ8
ZNF707,Q96C28
ZNF708,P17019
ZNF709,Q8N972
ZNF71,Q9NQZ8
ZNF710,Q8N1W2
ZNF711,Q9Y462
ZNF713,Q8N859
ZNF714,Q96N38
ZNF716,A6NP11
ZNF717,Q9BY31
ZNF718,Q3SXZ3
ZNF721,Q8TF20
ZNF723,P0DPD5
ZNF724,A8MTY0
ZNF726,A6NNF4
ZNF726P1,Q15940
ZNF727,A8MUV8
ZNF728,P0DKX0
ZNF729,A6NN14
ZNF730,Q6ZMV8
ZNF732,B4DXR9
ZNF735,P0CB33
ZNF736,B4DX44
ZNF737,O75373
ZNF74,Q16587
ZNF740,Q8NDX6
ZNF746,Q6NUN9
ZNF749,O43361
ZNF750,Q32MQ0
ZNF75A,Q96N20
ZNF75CP,Q92670
ZNF75D,P51815
ZNF76,P36508
ZNF761,Q86XN6
ZNF763,Q0D2J5
ZNF764,Q96H86
ZNF765,Q7L2R6
ZNF766,Q5HY98
ZNF768,Q9H5H4
ZNF77,Q15935
ZNF770,Q6IQ21
ZNF771,Q7L3S4
ZNF772,Q68DY9
ZNF773,Q6PK81
ZNF774,Q6NX45
ZNF775,Q96BV0
ZNF776,Q68DI1
ZNF777,Q9ULD5
ZNF778,Q96MU6
ZNF780A,O75290
ZNF780B,Q9Y6R6
ZNF781,Q8N8C0
ZNF782,Q6ZMW2
ZNF783,Q6ZMS7
ZNF784,Q8NCA9
ZNF785,A8K8V0
ZNF786,Q8N393
ZNF787,Q6DD87
ZNF789,Q5FWF6
ZNF79,Q15937
ZNF790,Q6PG37
ZNF791,Q3KP31
ZNF792,Q3KQV3
ZNF793,Q6ZN11
ZNF799,Q96GE5
ZNF8,P17098
ZNF80,P51504
ZNF800,Q2TB10
ZNF805,Q5CZA5
ZNF806,P0C7X5
ZNF808,Q8N4W9
ZNF81,P51508
ZNF813,Q6ZN06
ZNF814,B7Z6K7
ZNF816,Q0VGE8
ZNF818P,Q6ZRF7
ZNF821,O75541
ZNF823,P16415
ZNF826P,Q6ZT77
ZNF829,Q3KNS6
ZNF83,P51522
ZNF833P,Q6ZTB9
ZNF835,Q9Y2P0
ZNF836,Q6ZNA1
ZNF837,Q96EG3
ZNF84,P51523
ZNF840P,A6NDX5
ZNF841,Q6ZN19
ZNF844,Q08AG5
ZNF845,Q96IR2
ZNF846,Q147U1
ZNF85,Q03923
ZNF850,A8MQ14
ZNF852,Q6ZMS4
ZNF853,P0CG23
ZNF860,A6NHJ4
ZNF861P,O60384
ZNF862,O60290
ZNF865,P0CJ78
ZNF875,P10072
ZNF876P,Q49A33
ZNF878,C9JN71
ZNF879,B4DU55
ZNF880,Q6PDB4
ZNF883,P0CG24
ZNF888,P0CJ79
ZNF891,A8MT65
ZNF90,Q03938
ZNF91,Q05481
ZNF92,Q03936
ZNF93,P35789
ZNF98,A6NK75
ZNF99,A8MXY4
ZSCAN1,Q8NBB4
ZSCAN10,Q96SZ4
ZSCAN12,O43309
ZSCAN16,Q9H4T2
ZSCAN18,Q8TBC5
ZSCAN2,Q7Z7L9
ZSCAN20,P17040
ZSCAN21,Q9Y5A6
ZSCAN22,P10073
ZSCAN23,Q3MJ62
ZSCAN25,Q6NSZ9
ZSCAN26,Q16670
ZSCAN29,Q8IWY8
ZSCAN30,Q86W11
ZSCAN31,Q96LW9
ZSCAN32,Q9NX65
ZSCAN4,Q8NAM6
ZSCAN5A,Q9BUG6
ZSCAN5B,A6NJL1
ZSCAN5C,A6NGD5
ZSCAN5DP,P0CG00
ZSCAN9,O15535
